id,campaign_id,coupon_id,customer_id,redemption_status
44020,30,109,520,0
6917,1,1013,240,0
6296,28,656,235,0
53797,21,631,273,0
82865,14,666,1493,0
46493,23,445,490,0
122900,4,182,1254,0
118577,6,516,867,0
125657,6,144,781,0
30713,28,100,837,0
14182,6,675,1214,0
99254,7,17,1493,0
96936,4,417,53,0
80523,6,480,686,0
125055,28,465,732,0
101053,23,538,152,0
85488,9,869,1566,0
32205,23,619,1106,0
80381,6,920,1480,0
123657,28,61,1490,0
19651,6,992,97,0
8425,15,721,1490,0
101497,6,118,1450,0
110463,4,754,789,1
77057,28,598,970,0
78023,6,386,1077,0
27574,21,914,232,0
24403,13,1069,945,0
113129,17,673,1123,0
112747,17,810,456,0
86944,17,498,1352,0
117086,17,498,772,0
6096,4,802,17,0
40795,22,803,1060,0
119240,5,674,1547,0
118743,6,885,434,0
122573,27,241,569,0
108739,1,478,204,0
20959,4,225,349,0
29811,3,506,255,0
12710,27,1079,1046,0
63435,28,1017,1490,0
44643,9,39,537,0
48852,6,890,483,0
50843,28,447,674,0
124924,17,1077,737,0
123526,24,520,1463,0
74244,23,800,669,0
35888,13,744,195,0
107944,6,723,582,0
128488,15,842,1055,0
114318,28,11,45,0
18714,28,744,56,0
77556,6,778,949,0
83933,28,911,316,0
18156,28,71,578,0
2432,21,311,745,0
99986,1,429,1473,0
84977,2,861,1058,0
77757,28,101,1408,0
33861,21,324,974,0
51866,27,241,45,0
49422,15,834,64,0
58647,13,596,550,0
22057,21,639,675,0
33907,28,9,823,1
73117,28,883,1141,0
72450,4,387,275,0
17765,6,694,1015,0
108326,4,753,161,0
8303,6,1028,1536,0
86011,28,554,683,0
91295,7,17,626,0
75279,23,418,1162,0
36389,28,88,1343,0
24281,28,902,959,0
518,28,46,1307,0
95910,9,618,679,0
115776,4,887,666,0
12002,21,439,706,0
21853,28,807,1481,0
63457,4,507,1282,0
34497,28,970,781,0
128070,6,25,283,0
40194,27,583,338,0
104062,29,966,1113,0
71421,13,1079,367,0
114233,28,71,976,0
125805,23,1040,495,0
109503,23,1035,1041,0
110274,4,956,811,0
82556,4,1034,525,0
119595,6,508,393,0
113885,1,1082,578,0
19100,24,520,1393,0
40613,4,463,1222,0
102972,1,407,1392,0
34231,1,991,1378,0
112234,6,940,598,0
124672,13,816,550,0
6020,4,240,154,0
102254,30,779,528,0
91733,4,183,1106,0
2877,15,834,1457,0
90543,1,569,65,0
43410,23,1046,590,0
5335,3,759,1415,0
98327,24,468,665,0
127734,27,518,1315,1
60668,14,688,1518,0
47752,19,431,1224,0
73902,27,583,595,0
47162,1,735,82,0
13011,4,632,363,0
104430,4,765,1533,0
78993,28,47,58,0
83292,6,940,185,0
13616,6,170,823,0
61339,4,461,682,0
101690,28,964,437,0
25380,28,61,381,0
128310,6,608,508,0
90512,19,967,1470,0
38840,4,698,602,0
38946,23,873,1140,0
42409,21,348,1026,0
284,28,906,1565,0
47518,4,233,350,0
51529,1,435,358,0
59574,28,94,553,0
36190,1,797,1025,0
94911,28,615,1312,0
7896,14,1044,304,0
1868,28,511,247,0
112851,4,624,214,1
43391,13,44,494,0
58939,28,437,462,0
62704,6,480,1316,0
11680,4,216,135,0
115332,30,1075,484,0
24787,4,789,806,0
118804,4,290,1122,0
74924,6,141,9,0
98702,6,603,1191,0
23225,4,482,1543,0
16909,20,403,67,0
61847,15,404,226,0
8337,14,35,546,0
108861,21,310,131,0
52805,17,173,424,0
113181,4,1000,918,0
44837,30,496,1418,0
90505,27,492,1493,1
41814,6,450,807,0
5926,6,1007,652,0
5071,28,59,1025,0
7871,6,1031,39,0
78689,4,637,1178,0
118261,17,1077,981,0
49935,4,1032,74,0
39027,22,791,1567,0
78405,6,920,535,0
6780,14,655,1518,0
55706,16,15,963,0
16321,4,501,967,0
64161,28,1049,228,0
8893,6,1007,574,0
114030,1,870,751,0
11187,28,60,223,0
90275,19,967,823,0
96005,6,1108,1081,0
36732,15,836,823,0
77518,4,1034,332,0
112711,1,1043,974,0
122496,29,431,1085,0
40342,27,241,1453,0
49292,17,810,239,0
22856,14,688,422,0
60655,21,961,1274,0
88178,6,601,631,0
114941,4,717,1156,0
6639,28,1086,146,0
89161,15,841,622,0
49127,24,287,1527,0
125572,6,277,1516,0
41803,1,564,15,0
16815,15,396,948,0
79153,6,578,490,1
93997,21,364,195,0
26101,23,787,1329,0
64224,1,468,1026,0
26357,6,135,537,0
113232,28,885,1330,0
71740,25,514,1097,0
96832,4,640,1546,0
61364,6,992,1012,0
84904,28,50,676,0
70389,28,248,934,0
34431,6,170,561,0
123676,4,461,1529,0
25390,4,185,508,0
125822,17,1038,1547,0
100852,4,487,23,0
44682,6,154,1042,0
90602,14,1044,1318,0
71796,21,594,1462,0
105323,28,885,1231,0
1546,22,459,271,0
72820,6,770,776,0
96625,4,234,227,0
120009,30,492,1429,0
36452,4,867,512,0
6181,29,431,106,0
69336,28,810,834,0
111368,24,691,1417,0
51785,6,844,712,0
3816,6,780,1123,0
4035,5,529,1387,0
98797,6,158,731,0
17358,4,504,219,0
26834,24,18,999,0
96047,7,1050,1477,0
94385,1,569,231,0
125219,6,586,1250,0
78869,6,150,1320,0
86559,27,811,1102,0
111810,6,850,98,0
120684,4,693,761,0
73127,4,856,1308,0
30486,28,879,390,0
53681,4,221,267,0
11893,6,413,595,0
8469,14,999,1317,0
7354,3,759,275,0
21307,27,540,1464,0
59495,4,570,1471,0
119454,6,125,978,0
121989,17,810,1577,0
77769,27,811,1147,0
89199,12,1095,1430,0
19301,1,379,243,0
50266,28,481,754,0
91712,6,21,1473,0
76961,4,802,1117,0
34455,9,442,303,0
106096,4,227,64,0
81717,4,185,926,0
29898,21,574,1192,0
37412,6,617,1559,0
76983,4,216,1117,0
7603,1,410,524,0
32137,6,482,360,0
106270,6,151,1190,0
89074,1,1000,231,0
125918,28,1110,779,0
38387,20,263,1140,0
80300,4,232,694,0
106494,6,485,892,0
6607,28,911,1145,0
111733,15,838,1428,0
92455,23,1046,911,0
56654,15,834,889,0
128171,6,113,305,0
104845,15,286,1463,0
14774,6,281,918,0
94274,27,801,934,1
58136,9,244,848,0
102893,4,869,48,0
94445,4,952,1360,0
46155,16,689,1477,0
61834,3,759,829,0
95073,9,417,677,0
45290,5,436,234,0
69149,13,816,1463,0
53413,28,248,19,0
4659,13,878,464,0
24486,17,906,327,0
11283,6,512,64,0
32076,6,141,1412,0
16805,28,257,677,0
59365,6,273,245,0
74464,1,565,858,0
113114,17,697,1215,0
64907,24,788,1329,0
32496,25,460,1019,0
74289,21,439,754,0
36578,17,981,1392,0
125804,6,1045,1029,0
62649,6,117,861,0
11387,4,430,838,0
75954,6,293,268,0
44889,6,542,251,0
105781,15,264,161,0
10001,4,252,1187,0
22284,28,981,1295,0
63139,1,875,696,0
124347,6,24,663,0
101338,23,1040,1384,0
39140,28,537,395,0
110428,4,865,999,1
57485,27,1079,93,1
21036,4,179,1086,0
30435,21,358,1248,0
117368,4,760,1368,0
119572,6,815,740,0
61519,3,1044,418,0
26807,15,397,1004,0
34118,17,810,676,0
2171,14,1044,699,0
75678,4,533,989,0
21724,4,240,321,0
75199,1,352,1236,0
21206,1,739,1549,0
20245,15,396,1440,0
32578,4,1000,749,0
126640,1,306,607,0
20084,4,29,251,0
42005,28,970,105,0
18050,21,913,724,0
43770,27,241,1547,0
39243,28,45,248,0
19321,4,218,1174,0
85689,4,175,666,0
54934,6,465,1045,0
81727,6,146,473,0
58165,28,92,1093,0
91345,21,706,578,0
104715,6,586,939,0
102597,17,906,709,0
117189,15,286,192,0
62129,1,937,890,0
122960,24,18,1386,0
121400,6,23,879,0
87797,6,422,1484,0
118301,3,795,1502,0
111243,6,1032,977,0
112139,17,488,511,0
55034,24,468,189,0
76819,2,768,1058,0
46639,16,280,729,0
64163,4,504,210,0
7122,4,215,1504,0
19549,24,444,1216,0
115440,28,6,757,0
84156,6,112,881,0
67636,27,993,433,0
84992,13,816,244,0
54357,6,675,1076,0
41446,28,1018,189,0
55448,23,785,1140,0
24295,6,627,695,0
121480,28,1045,216,0
66125,6,128,23,0
7593,22,791,514,0
29191,6,954,703,0
94036,21,355,698,0
64114,17,697,905,0
125844,27,38,1102,0
28357,24,520,151,0
118169,28,433,139,0
51354,4,942,766,0
119557,2,567,1064,0
90843,21,1001,974,0
95551,15,721,294,0
51537,19,663,1463,0
120070,17,697,701,0
39022,6,786,1190,0
93626,28,103,368,0
12818,13,415,1308,0
89463,4,212,554,0
114671,19,893,109,0
103473,28,58,899,0
21908,1,745,1203,0
112790,4,483,676,0
9187,4,493,1187,0
37043,6,601,445,0
112214,28,793,645,0
5982,27,432,811,1
42197,7,986,532,0
60333,6,168,58,0
102094,28,604,817,0
24655,28,71,1012,0
87089,4,753,142,0
45917,15,843,237,0
87445,22,895,1574,0
10506,4,880,332,0
100689,28,64,1126,0
123109,1,1106,283,0
122365,22,791,748,0
85721,6,118,1327,0
111417,6,1031,411,0
107216,3,1044,1178,0
30183,17,810,60,0
118827,4,461,1457,0
66703,4,412,741,0
106211,6,751,118,0
123306,21,314,890,0
69230,2,845,1120,0
17289,4,487,1351,0
100104,4,220,774,0
64977,6,773,821,0
93122,4,713,91,0
8242,27,518,555,1
123384,15,864,772,0
111551,24,705,288,0
16800,4,548,1055,0
27458,28,807,92,0
84031,30,492,1318,0
114036,13,878,1444,0
119189,15,1094,230,0
47731,28,103,854,0
89513,6,146,1267,0
47607,1,468,63,0
101292,28,51,874,0
87066,17,981,971,0
4499,23,785,669,0
11684,4,867,905,0
84229,1,306,293,0
121090,4,592,1330,0
65851,14,655,1312,0
101054,4,469,1342,0
66917,28,66,216,0
99213,28,50,1549,0
12633,6,386,609,0
10566,15,864,64,0
43815,6,771,1145,0
105516,6,146,1200,0
93585,4,1116,1431,0
125848,6,249,1516,0
100462,6,22,1295,0
20703,9,599,1192,0
20671,13,612,329,0
23292,4,184,1188,0
4850,6,588,1349,0
91826,15,842,1524,0
75579,4,1045,1235,0
81262,6,885,240,0
40125,16,968,1259,0
22977,4,196,208,0
107207,4,231,910,0
44384,28,14,691,0
49634,1,356,417,0
46499,6,606,456,0
89021,28,846,446,0
80267,6,467,1045,0
13788,21,857,1320,0
27117,28,57,793,0
7165,4,507,61,0
67702,4,633,959,0
79128,15,671,1252,0
10718,6,1055,1430,0
57502,15,721,657,0
19188,4,514,1036,1
121559,4,205,134,0
112550,29,934,1404,0
30087,4,1078,474,0
82695,4,211,374,0
62742,6,1028,407,0
36024,6,516,1563,0
43462,4,462,735,0
127592,27,907,557,0
15785,19,689,56,0
18812,6,960,763,0
112961,21,733,698,0
3607,4,949,854,0
28963,28,759,1121,0
63278,4,501,1372,0
67116,28,1058,1430,0
45584,4,624,901,0
112991,16,824,658,0
12187,4,175,242,0
89243,4,1000,1500,0
32982,15,671,1117,0
75101,6,901,391,0
125422,15,721,321,0
11510,7,687,1269,0
120946,28,744,357,0
117765,1,767,435,0
77589,21,528,294,0
29467,6,1059,987,0
98439,6,110,1470,0
94257,28,989,1388,0
83007,4,1000,827,0
60520,21,933,1238,0
34743,28,1018,1131,0
125005,28,50,737,0
12269,30,705,1412,0
6472,4,29,235,1
112144,6,773,356,0
113961,27,993,42,0
83667,28,51,505,0
52585,6,758,951,0
96927,15,721,468,0
20696,28,14,1091,0
70774,6,120,666,0
55716,24,989,1332,0
2927,6,510,373,0
23306,19,455,1415,0
59567,1,502,1375,0
21707,6,118,1347,0
83747,30,492,1319,0
111936,23,1046,1162,0
98239,21,355,1430,0
106444,23,621,784,0
100526,4,29,510,0
99393,28,86,462,0
104044,15,834,1285,0
47744,6,1047,539,0
89415,6,148,455,0
100908,4,592,1431,1
77283,2,874,1158,0
102450,4,1045,357,0
18554,9,899,894,0
50214,24,691,894,0
95522,1,374,910,0
128593,4,175,998,0
18869,23,1046,1282,0
90660,28,884,167,0
117590,4,747,457,0
90473,30,819,821,0
14198,28,80,173,0
88631,9,899,141,0
36907,4,941,846,0
125440,6,513,224,0
40941,29,969,255,0
113868,7,641,532,0
123761,4,252,1223,0
55478,7,687,355,0
60438,24,18,1110,0
112119,28,658,488,0
91509,28,278,826,0
8249,16,662,724,0
104103,28,67,1036,0
10269,13,295,691,0
127283,19,431,1415,0
70428,6,1027,876,0
15813,21,994,1060,0
119141,4,877,1237,0
13514,6,625,596,0
118891,21,297,328,0
102586,28,92,1565,0
3488,1,1009,245,0
111831,28,806,699,0
19649,17,1038,750,0
18703,6,21,195,0
67178,28,432,33,0
102304,28,772,1147,0
46070,17,796,583,0
50249,21,311,21,0
58457,28,53,46,0
62207,4,229,205,0
127045,28,884,643,0
110540,21,984,1106,0
37406,27,801,555,1
103352,28,741,326,0
75454,4,573,1428,0
85693,21,1068,23,0
126939,4,202,284,0
43354,23,265,784,0
29914,27,981,1186,1
39982,6,601,1480,0
9103,6,608,711,0
74122,21,857,1375,0
48377,28,919,1432,0
22520,6,1031,1255,0
69643,4,560,1033,0
125660,14,666,687,0
17425,12,399,1192,0
108540,28,92,75,0
34025,6,126,695,0
86430,6,480,359,0
56005,17,652,811,0
43359,28,1002,1495,0
118491,6,756,1191,0
107237,6,951,1324,0
50281,15,390,453,0
86359,30,783,535,0
94014,27,518,638,1
37565,14,1044,864,0
4278,16,934,1216,0
95324,28,74,1461,0
43543,6,483,1556,0
23998,6,610,446,0
103789,6,1065,1068,0
38683,6,1070,402,0
14387,6,161,251,0
103304,6,511,1388,0
66643,17,1069,1404,0
67913,28,989,1547,0
80660,29,456,367,0
33077,6,454,485,0
8677,3,506,1031,0
127077,16,431,737,0
67950,13,744,1490,0
7428,1,852,231,0
33969,1,317,754,0
65611,2,845,1409,0
66,28,762,128,0
87501,6,1032,1005,0
85624,21,431,450,0
47805,9,1113,677,0
43651,1,1072,1210,0
22080,1,536,891,0
107092,24,520,1351,0
101126,6,127,515,0
128165,28,550,573,0
119801,1,769,1167,0
32567,1,647,449,0
50951,4,956,1101,0
79238,25,628,329,0
72607,15,264,1475,0
87166,16,279,432,0
63735,13,415,1534,0
73377,6,982,998,0
126833,6,114,43,0
97984,6,510,855,0
74372,6,940,1427,0
117101,23,443,1044,0
126877,15,404,510,0
41132,28,616,1134,0
76134,16,968,1093,0
93697,4,526,329,0
74428,1,611,1209,0
37579,23,982,1296,0
63396,6,413,1335,0
76976,9,599,14,0
64018,27,869,1323,0
116228,28,755,510,0
3782,30,107,366,0
82830,4,510,1218,0
53519,28,1048,1005,0
6070,23,943,573,0
54352,6,162,681,0
115884,28,744,1180,0
66248,28,90,175,0
98996,16,279,1281,0
24405,21,468,1258,0
82969,3,971,1014,0
17960,4,215,255,0
97163,6,719,56,0
106406,6,778,447,0
42770,17,498,82,0
72446,28,63,1210,0
83620,6,1047,3,0
38510,2,768,456,0
46469,1,710,751,0
107855,30,526,998,0
103361,6,124,1349,0
62645,20,830,464,0
86774,14,938,1574,0
45438,6,771,195,0
43801,9,943,1473,0
123049,13,295,782,0
107506,13,1109,253,0
14789,28,490,1418,0
90667,1,250,163,0
56192,30,819,1043,0
6928,17,1038,453,0
58801,6,450,118,0
12468,15,837,1046,0
79287,4,193,1294,0
41020,4,482,1427,0
122214,24,287,63,0
7586,22,16,294,0
120264,6,132,724,0
29844,28,60,1509,0
85563,4,1014,1345,0
107076,6,692,1563,0
93837,4,702,413,0
56054,4,203,414,0
77351,14,959,180,0
114138,17,498,1104,0
124256,24,19,897,0
80544,22,651,1408,0
94173,21,1104,865,0
120724,25,1047,1450,0
108363,4,191,1260,0
62063,29,689,1002,0
12179,6,113,979,0
93776,4,239,321,0
44608,28,68,1546,0
3217,6,556,719,0
107702,12,1091,1469,0
25300,28,465,346,0
104066,28,99,198,0
90923,27,801,1412,0
407,28,705,1159,0
121917,28,615,297,0
37792,6,150,1382,0
45334,6,422,122,0
76325,6,530,939,0
101264,6,1055,79,0
87689,1,330,673,0
7745,15,837,322,0
38509,30,779,998,0
108924,30,109,394,0
26842,27,583,495,0
31942,4,632,764,0
50419,4,754,877,0
122439,27,981,241,0
96281,21,522,1574,1
71378,23,1081,586,0
2430,28,979,1582,0
8414,4,510,1516,0
17454,4,190,16,0
3309,21,342,1469,0
35491,28,56,411,0
77881,28,509,176,0
1397,28,54,959,0
3295,28,762,228,0
14136,15,840,226,0
40893,6,472,958,0
50813,14,655,703,0
88230,17,173,1418,0
37253,6,881,1383,0
67704,13,736,848,0
46919,12,864,1074,0
128194,21,594,1086,0
61925,28,883,178,0
83184,9,599,942,0
71053,13,878,1566,0
107940,28,1033,380,0
12905,19,967,226,0
105285,28,550,539,0
71982,4,216,393,0
76581,28,473,788,0
121354,28,276,434,0
54483,4,178,983,0
86102,28,93,1264,0
70657,21,260,1390,0
73730,4,505,723,0
33765,15,1094,667,0
32637,17,498,918,0
7563,6,1031,560,0
66268,4,468,568,0
36659,4,267,1300,0
91959,6,786,1356,0
27232,4,1032,103,0
21530,23,982,575,0
60807,30,819,1182,0
103117,19,955,754,0
44856,6,163,50,0
15113,15,264,33,0
4709,6,954,859,0
27771,23,643,398,0
74837,24,287,108,0
90778,27,241,781,0
32261,4,865,348,0
46533,14,270,789,0
121325,6,1032,71,0
84298,1,446,595,0
92984,28,269,1397,0
19862,30,572,859,0
126128,6,154,1028,0
24193,4,632,698,0
122907,4,197,869,0
91618,6,770,24,0
45420,6,119,607,0
96368,21,919,1215,0
126168,28,915,1480,0
126539,4,541,940,0
22920,4,236,568,0
51562,3,1012,1477,0
58460,13,612,1184,0
122840,6,513,447,0
55880,4,176,771,0
72907,27,981,103,1
73452,4,477,330,0
71086,28,58,1336,0
35872,28,288,1324,0
21662,23,982,262,0
94042,13,647,508,0
36923,4,548,634,0
86914,6,268,71,0
11524,3,1044,381,0
127841,20,864,432,0
70388,28,907,1538,0
98803,28,68,1383,0
71557,27,1079,1121,0
53423,22,895,695,0
113733,14,269,239,0
23379,28,747,574,0
36630,6,27,1167,0
121899,28,82,1323,0
66409,6,504,427,0
8147,4,192,676,0
123496,17,173,852,0
33591,4,223,657,0
104921,28,71,821,0
82452,4,1043,511,0
126134,28,1018,607,0
15110,6,470,1147,0
40986,28,271,418,0
55266,27,1079,1314,0
25629,29,689,1216,0
37257,6,147,1314,0
97130,15,842,966,0
93829,4,212,466,0
26298,1,710,969,0
17188,4,196,1098,0
89655,15,286,729,0
10093,21,324,561,0
80440,4,224,1144,0
113939,1,859,1202,0
9111,28,741,126,0
112431,6,987,1055,0
59450,15,833,322,0
68759,4,802,723,0
120354,15,836,209,0
56973,30,526,1266,0
59753,15,864,1004,0
77869,4,497,348,0
23,4,258,186,0
44470,4,499,747,0
53024,28,817,1071,0
46,27,957,964,0
54322,21,5,1392,0
64385,9,869,46,0
37626,9,869,1369,0
13431,28,57,1317,0
55391,3,1044,494,0
39783,4,223,1501,0
39025,28,74,1418,0
1427,4,231,93,0
10982,14,999,301,0
20087,17,174,1387,0
57205,23,445,669,0
84026,6,766,932,0
69819,3,506,700,0
53083,19,1043,464,0
32398,1,352,1190,0
22439,14,28,1294,0
83592,6,21,1085,0
8199,15,840,1217,0
77544,30,1063,1418,0
96492,28,737,1166,0
17817,3,506,1520,0
51089,9,599,1566,0
7930,27,432,951,0
23698,4,501,1538,0
41959,28,915,457,0
68583,14,28,626,0
109609,6,606,369,0
32445,27,590,735,0
85326,4,183,442,0
93176,7,687,1477,0
4955,28,793,519,0
40000,1,1087,1290,0
7610,6,886,1031,0
54736,24,18,1142,0
96757,28,509,538,0
3474,4,777,71,0
116327,6,588,1364,0
26193,28,885,1489,0
51955,28,883,1489,0
86457,17,1038,1475,0
71801,6,786,506,0
86763,12,822,1378,0
79417,4,543,653,0
20926,24,788,1386,0
93041,15,720,632,0
19438,21,615,99,0
41265,6,465,1195,0
62416,16,732,724,0
57482,9,599,88,0
36127,28,14,43,0
90404,6,756,395,0
63631,6,1114,963,0
127151,6,420,417,0
15560,6,120,1458,0
108800,9,244,8,0
18894,6,21,551,0
123321,6,766,799,0
105270,28,481,776,0
25833,1,666,632,0
33028,4,210,455,0
49047,4,222,592,0
14972,4,462,1425,0
125618,4,32,591,0
62636,3,980,1481,0
97240,6,511,171,0
122613,9,899,303,0
93956,24,19,962,0
62652,4,207,698,0
2419,27,744,1323,0
16917,6,517,1111,0
119807,17,173,905,0
831,6,440,1334,0
45985,4,577,786,0
126078,6,121,195,0
36091,17,498,274,0
41205,6,138,565,0
106674,6,786,1195,0
119746,17,703,13,0
51732,6,454,188,0
29030,14,688,592,0
118613,4,577,257,0
100982,21,631,1310,0
63350,4,191,273,0
119835,28,544,32,0
70374,28,51,1121,0
32896,23,1040,152,0
236,24,105,1303,0
14537,6,909,571,0
124987,27,907,971,0
45807,1,1043,950,0
116831,4,183,1122,0
21346,4,206,1370,0
22415,28,101,1115,0
70984,2,1111,1148,0
6277,28,7,353,0
41010,4,624,544,0
85037,6,148,1388,0
35282,4,505,1503,0
77703,14,959,319,0
61045,4,753,374,0
78623,13,1079,36,0
23400,28,424,1262,0
49807,9,715,250,0
37858,1,528,841,0
116384,4,702,111,0
75697,13,1016,94,0
119775,6,162,495,0
89860,13,612,49,0
63046,6,121,572,0
41689,6,586,832,0
81995,13,816,772,0
7980,15,389,1305,0
101877,6,1055,467,0
7701,13,1109,452,0
68534,30,466,1500,0
117264,6,606,362,0
89358,6,164,686,0
5970,28,13,1176,0
113400,6,152,518,0
103794,4,886,1117,0
109849,9,932,1318,0
46983,6,1108,699,0
96955,28,430,1316,0
44860,17,796,1572,1
19531,1,862,435,0
126481,28,1085,341,0
26600,3,1099,208,0
114565,30,526,1025,0
46914,30,107,926,0
39530,6,719,331,0
4265,25,673,416,0
117250,1,475,1192,0
60375,17,1069,1232,0
117386,21,666,162,0
122928,28,624,809,0
53100,1,979,510,0
121681,7,641,1566,0
3548,13,580,649,0
28702,23,787,96,0
10617,28,99,116,0
119355,1,1020,1061,0
74295,6,1070,1534,0
32948,4,962,765,0
71946,28,63,493,0
93794,14,269,1566,0
97523,4,30,1257,1
65653,28,1033,1439,0
53281,17,173,332,0
75476,27,907,407,1
8398,1,855,1029,0
52257,6,152,53,0
60475,4,230,735,0
116369,1,317,1309,0
87263,29,456,128,0
105075,27,957,1095,0
107422,10,42,231,0
73869,3,658,514,0
80172,28,755,34,0
116252,1,243,1357,0
60244,30,1075,1124,0
87678,28,433,1366,0
47070,1,326,1209,0
8621,6,244,1566,0
72213,6,606,779,0
120213,6,167,1122,0
21872,6,886,294,0
8158,21,894,11,0
42008,21,376,1174,0
50023,28,248,1505,0
16461,28,694,1346,0
29434,24,19,455,0
119361,6,141,670,0
84435,28,624,1497,0
119915,4,1032,160,0
90264,21,382,1402,0
71299,15,390,686,0
25532,6,719,958,0
70463,6,118,1057,0
75368,13,736,367,0
86822,6,157,622,0
96569,9,1113,905,0
69271,4,222,936,0
111456,6,27,680,0
59977,28,1059,1550,0
123023,25,703,10,0
118745,28,989,178,0
79843,6,168,249,0
30022,28,57,837,0
112271,6,513,1053,0
71714,28,532,1136,0
107949,19,279,829,0
66899,4,387,294,0
90307,28,437,841,0
118584,28,654,638,0
81081,21,479,450,0
74363,6,136,391,0
87436,28,738,1147,0
1087,6,995,293,0
106680,23,1046,556,0
77766,21,614,1072,0
117056,28,1048,34,0
109636,28,58,697,0
8236,6,112,473,0
30932,21,297,1348,0
101335,6,116,251,0
5160,14,28,857,0
34929,22,651,808,0
123636,28,707,1438,0
72016,21,426,957,0
111267,28,473,1552,0
13356,4,463,1518,0
88128,28,59,826,0
149,15,840,458,0
114605,27,957,869,0
94192,4,267,1016,0
4274,6,422,1055,0
121657,4,533,415,0
115353,28,424,332,0
54589,6,142,1258,0
114500,21,667,725,0
74424,4,1005,583,0
41149,1,365,1211,0
49778,15,840,13,0
99598,16,280,866,0
126738,3,1044,187,0
78963,6,386,861,0
20219,4,251,1086,0
39798,28,645,161,0
25336,4,680,1247,0
125027,27,38,945,0
112328,21,382,1146,0
